property,licensedPropertyID,optionSourceID,character,characterID,brandPropertyID
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Mikhlo ( Marvel Studios` Fantastic Four )","1159368620","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Mister Fantastic ( Marvel Studios` Fantastic Four )","1159381326","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Mole Man ( Marvel Studios` Fantastic Four )","1159376125","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Mole Man`s Monsters ( Marvel Studios` Fantastic Four )","1159376126","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Puppet Master ( Marvel Studios` Fantastic Four )","1159376127","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Red Ghost ( Marvel Studios` Fantastic Four )","1159376128","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Sentinel ( Marvel Studios` Fantastic Four )","1159376129","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Silver Surfer ( Marvel Studios` Fantastic Four )","1159371647","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","Super Apes ( Marvel Studios` Fantastic Four )","1159376130","1159141331"
"Marvel Studios' Fantastic Four - No Likeness","1159142150","1007","The Thing ( Marvel Studios` Fantastic Four )","1159381327","1159141331"
"Marvel Studios' Fantastic Four - With Likeness","1159142130","1007","Marvel Logo ( Marvel Studios` Fantastic Four )","1159141591","1159141331"
"Marvel Studios' Fantastic Four - With Likeness","1159142130","1007","Marvel Studios` Fantastic Four (General) ( Marvel Studios` Fantastic Four )","1159141590","1159141331"
"Marvel Studios' Fantastic Four - With Likeness","1159142130","1007","Marvel Studios` Fantastic Four - With Likeness","1159141613","1159141331"
"Marvel Studios' Fantastic Four - With Likeness","1159142130","1007","Marvel Studios` Fantastic Four Logo ( Marvel Studios` Fantastic Four )","1159141589","1159141331"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Adam Warlock ( Marvel Studios` GOTG Vol. 3 )","1159135345","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Cosmo ( Marvel Studios` GOTG Vol. 3 )","1159365305","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Drax ( Marvel Studios` GOTG Vol. 3 )","1159135342","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Gamora ( Marvel Studios` GOTG Vol. 3 )","1159365299","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Groot ( Marvel Studios` GOTG Vol. 3 )","1159135343","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","High Evolutionary ( Marvel Studios` GOTG Vol. 3 )","1159365306","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Kraglin ( Marvel Studios` GOTG Vol. 3 )","1159365307","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Mantis ( Marvel Studios` GOTG Vol. 3 )","1159135341","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Marvel Logo ( Marvel Studios` GOTG Vol. 3 )","1159135347","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Marvel Studios` GOTG Vol. 3 (General) ( Marvel Studios` GOTG Vol. 3 )","1159135328","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Marvel Studios` GOTG Vol. 3 - No Likeness ( Marvel Studios` GOTG Vol. 3 )","1159135326","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Marvel Studios` GOTG Vol. 3 Logo ( Marvel Studios` GOTG Vol. 3 )","1159135346","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Nebula ( Marvel Studios` GOTG Vol. 3 )","1159135340","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Rocket Raccoon ( Marvel Studios` GOTG Vol. 3 )","1159135344","1159135356"
"Marvel Studios' GOTG Vol. 3 - No Likeness","1159135359","1007","Star-Lord ( Marvel Studios` GOTG Vol. 3 )","1159135339","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Adam Warlock ( Marvel Studios` GOTG Vol. 3 )","1159135345","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Drax ( Marvel Studios` GOTG Vol. 3 )","1159135342","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Groot ( Marvel Studios` GOTG Vol. 3 )","1159135343","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Mantis ( Marvel Studios` GOTG Vol. 3 )","1159135341","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Marvel Logo ( Marvel Studios` GOTG Vol. 3 )","1159135347","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Marvel Studios` GOTG Vol. 3 (General) ( Marvel Studios` GOTG Vol. 3 )","1159135328","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Marvel Studios` GOTG Vol. 3 - With Likeness ( Marvel Studios` GOTG Vol. 3 )","1159135327","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Marvel Studios` GOTG Vol. 3 Logo ( Marvel Studios` GOTG Vol. 3 )","1159135346","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Nebula ( Marvel Studios` GOTG Vol. 3 )","1159135340","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Rocket Raccoon ( Marvel Studios` GOTG Vol. 3 )","1159135344","1159135356"
"Marvel Studios' GOTG Vol. 3 - With Likeness","1159135358","1007","Star-Lord ( Marvel Studios` GOTG Vol. 3 )","1159135339","1159135356"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Barnes, Bucky ( Marvel Studios` Thunderbolts )","1159370044","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Ghost ( Marvel Studios` Thunderbolts )","1159370061","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Marvel Logo ( Marvel Studios` Thunderbolts )","1159141593","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Marvel Studios` Thunderbolts ( Marvel Studios` Thunderbolts )","1159141592","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Marvel Studios` Thunderbolts (General) ( Marvel Studios` Thunderbolts )","1159141595","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Marvel Studios` Thunderbolts - No Likeness","1159142469","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Red Guardian ( Marvel Studios` Thunderbolts )","1159370045","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Sentry ( Marvel Studios` Thunderbolts )","1159370062","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Taskmaster ( Marvel Studios` Thunderbolts )","1159370060","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Void ( Marvel Studios` Thunderbolts )","1159376315","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Walker, John F. ( Marvel Studios` Thunderbolts )","1159370042","1159142131"
"Marvel Studios' Thunderbolts - No Likeness","1159142474","1007","Yelena ( Marvel Studios` Thunderbolts )","1159370043","1159142131"
"Marvel Studios' Thunderbolts - With Likeness","1159142493","1007","Marvel Studios` Thunderbolts - With Likeness","1159142470","1159142131"
"Marvel Studios: The First Ten Years","1159075531","1007","Ant-Man ( Marvel Studios: The First Ten Years )","1159075499","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Avengers Logo ( Marvel Studios: The First Ten Years )","1159075515","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Black Panther ( Marvel Studios: The First Ten Years )","1159075492","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Black Widow ( Marvel Studios: The First Ten Years )","1159075514","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Captain America ( Marvel Studios: The First Ten Years )","1159075517","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Chris Hemsworth ( Marvel Studios: The First Ten Years )","1159372570","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Dark Elf ( Marvel Studios: The First Ten Years )","1159075491","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Don Cheadle - Rhodes ( Marvel Studios: The First Ten Years )","1159372571","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Don Cheadle - War Machine ( Marvel Studios: The First Ten Years )","1159372572","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Dr. Strange ( Marvel Studios: The First Ten Years )","1159075512","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Drax ( Marvel Studios: The First Ten Years )","1159075484","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Falcon ( Marvel Studios: The First Ten Years )","1159075524","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Foster, Jane ( Marvel Studios: The First Ten Years )","1159075495","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Gamora ( Marvel Studios: The First Ten Years )","1159075497","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Char (Captain America) ( Marvel Studios: The First Ten Years","1159075477","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Char (Marvel Universe) ( Marvel Studios: The First Ten Years","1159075505","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Character (Avengers) ( Marvel Studios: The First Ten Years )","1159075489","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Character (Hulk) ( Marvel Studios: The First Ten Years )","1159075509","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Character (Iron Man) ( Marvel Studios: The First Ten Years )","1159075519","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","General Family Character (Thor) ( Marvel Studios: The First Ten Years )","1159075511","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Grandmaster ( Marvel Studios: The First Ten Years )","1159087243","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Groot ( Marvel Studios: The First Ten Years )","1159075520","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Guardians of the Galaxy Movie Logo ( Marvel Studios: The First Ten Years )","1159075494","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Hawkeye ( Marvel Studios: The First Ten Years )","1159075496","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Heimdall ( Marvel Studios: The First Ten Years )","1159075490","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Hela ( Marvel Studios: The First Ten Years )","1159087249","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Hulk ( Marvel Studios: The First Ten Years )","1159075478","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Iron Man ( Marvel Studios: The First Ten Years )","1159075485","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Killmonger, Erik ( Marvel Studios: The First Ten Years )","1159087250","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Loki ( Marvel Studios: The First Ten Years )","1159075513","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Malekith ( Marvel Studios: The First Ten Years )","1159075488","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Mantis ( Marvel Studios: The First Ten Years )","1159075500","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Marvel Studios 10th (General) ( Marvel Studios: The First Ten Years )","1159075506","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Marvel Studios 10th Anniversary Logo ( Marvel Studios: The First Ten Years","1159075508","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Marvel Studios Logo ( Marvel Studios: The First Ten Years )","1159075503","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Marvel Studios: The First Ten Years","1159075480","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Nakia ( Marvel Studios: The First Ten Years )","1159087551","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Natalie Portman ( Marvel Studios: The First Ten Years )","1159372574","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Nebula ( Marvel Studios: The First Ten Years )","1159075507","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Nick Fury ( Marvel Studios: The First Ten Years )","1159075483","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Odin ( Marvel Studios: The First Ten Years )","1159075493","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Okoye ( Marvel Studios: The First Ten Years )","1159087552","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Pepper Potts, Virginia ( Marvel Studios: The First Ten Years )","1159075479","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Pym Particle ( Marvel Studios: The First Ten Years )","1159075510","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Quicksilver ( Marvel Studios: The First Ten Years )","1159075518","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Ramonda ( Marvel Studios: The First Ten Years )","1159087553","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Rhodes, James ``Rhodey`` ( Marvel Studios: The First Ten Years )","1159075482","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Robert Downey Jr - Iron Man ( Marvel Studios: The First Ten Years )","1159372573","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Robert Downey Jr - Stark, Tony ( Marvel Studios: The First Ten Years )","1159372577","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Rocket Raccoon ( Marvel Studios: The First Ten Years )","1159075498","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Ross, Everett ( Marvel Studios: The First Ten Years )","1159087554","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Samuel L. Jackson ( Marvel Studios: The First Ten Years )","1159372578","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Scarlet Witch ( Marvel Studios: The First Ten Years )","1159075551","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Scarlett Johansson ( Marvel Studios: The First Ten Years )","1159372579","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Shuri ( Marvel Studios: The First Ten Years )","1159087555","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Sif ( Marvel Studios: The First Ten Years )","1159075486","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Stane, Obadiah ( Marvel Studios: The First Ten Years )","1159075516","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Star-Lord ( Marvel Studios: The First Ten Years )","1159075522","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Stark, Tony ( Marvel Studios: The First Ten Years )","1159075481","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","T`Challa ( Marvel Studios: The First Ten Years )","1159087244","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","Thanos ( Marvel Studios: The First Ten Years )","1159075487","1159075525"
"Marvel Studios: The First Ten Years","1159075531","1007","The Milano ( Marvel Studios: The First Ten Years )","1159075523","1159075525"
